Opp ID,Opp Name,Type,Stage,Product Flag,CRM Region,Close Date,Start Date,Created Date,Qualified Date,Net New ACV (USD),Opp Owner,Account Owner,Week Start,Days from Qualified,Type,Reporting Region,Reporting Manager,Forecast Category
805,OPP - 805 - Renewal,Renewal,Stage 2,Core,AMER,09/10/2025,09/10/2025,8/21/2024,03/10/2025,"$1,344",REP 8,REP 8,03/10/2025,385,Not Run-Rate,AMER,Filius Flitwick,Pipeline
806,OPP - 806 - Renewal,Renewal,Stage 6,Core,AMER,4/24/2025,4/24/2025,04/11/2024,04/11/2024,"$1,344",REP 65,REP 65,04/08/2024,378,Not Run-Rate,AMER,Cho Chang,Commit
807,OPP - 807 - Renewal,Renewal,Stage 2,Core,EMEA,6/18/2025,6/18/2025,6/18/2024,6/18/2024,"$1,344",REP 46,REP 46,6/17/2024,365,Not Run-Rate,EMEA,Ron Weasley,Pipeline
808,OPP - 808 - Upsell,Upsell,Stage 5,Core,AMER,6/23/2025,6/23/2025,3/25/2025,3/25/2025,"$1,344",REP 6,REP 6,3/24/2025,90,Not Run-Rate,AMER,Cho Chang,Commit
809,OPP - 809 - Upsell,Upsell,Stage 5,Core,AMER,05/01/2025,05/01/2025,02/02/2025,02/02/2025,"$1,337",REP 62,REP 62,1/31/2025,88,Not Run-Rate,AMER,Harry Potter,Commit
810,OPP - 810 - Renewal,Renewal,Stage 2,Core,AMER,5/14/2025,5/14/2025,5/14/2024,3/27/2025,"$1,320",REP 61,REP 61,3/24/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
811,OPP - 811 - Renewal,Renewal,Stage 4,Sign,AMER,6/30/2025,6/30/2025,06/11/2024,3/19/2025,"$1,320",REP 52,REP 52,3/17/2025,384,Not Run-Rate,AMER,Rubeus Hagrid,Best Case
812,OPP - 812 - Renewal,Renewal,Stage 2,Core,AMER,5/29/2025,5/29/2025,5/29/2024,2/20/2025,"$1,296",REP 64,REP 64,2/17/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
813,OPP - 813 - Renewal,Renewal,Stage 2,Core,AMER,06/09/2025,06/09/2025,5/20/2024,2/18/2025,"$1,296",REP 59,REP 59,2/17/2025,385,Not Run-Rate,AMER,Cho Chang,Pipeline
814,OPP - 814 - Upsell,Upsell,Stage 5,Core,AMER,6/21/2025,6/21/2025,3/23/2025,3/23/2025,"$1,284",REP 50,REP 50,3/21/2025,90,Not Run-Rate,AMER,Harry Potter,Commit
815,OPP - 815 - Upsell,Upsell,Stage 5,Core,AMER,06/11/2025,06/11/2025,3/13/2025,3/13/2025,"$1,280",REP 22,REP 22,03/10/2025,90,Not Run-Rate,AMER,Filius Flitwick,Commit
816,OPP - 816 - Net New,Net New,Stage 4,Core,AMER,4/30/2025,3/26/2025,3/25/2025,3/25/2025,"$1,260",REP 65,REP 57,3/24/2025,36,Not Run-Rate,AMER,Cho Chang,Best Case
817,OPP - 817 - Upsell,Upsell,Stage 5,Core,AMER,6/20/2025,6/20/2025,3/22/2025,3/22/2025,"$1,231",REP 48,REP 48,3/21/2025,90,Not Run-Rate,AMER,Harry Potter,Commit
818,OPP - 818 - Upsell,Upsell,Stage 2,Core,AMER,5/29/2025,09/05/2024,09/05/2024,09/05/2024,"$1,200",REP 36,REP 36,09/02/2024,266,Not Run-Rate,AMER,Harry Potter,Pipeline
819,OPP - 819 - Upsell,Upsell,Stage 2,Core,AMER,4/30/2025,3/31/2025,10/01/2024,10/01/2024,"$1,200",REP 65,REP 65,9/30/2024,211,Not Run-Rate,AMER,Cho Chang,Pipeline
820,OPP - 820 - Upsell,Upsell,Stage 3,Core,AMER,6/30/2025,3/31/2025,8/28/2024,8/28/2024,"$1,200",REP 6,REP 6,8/26/2024,306,Not Run-Rate,AMER,Cho Chang,Pipeline
821,OPP - 821 - Upsell,Upsell,Stage 3,Core,AMER,6/30/2025,11/20/2024,10/22/2024,10/22/2024,"$1,200",REP 6,REP 6,10/21/2024,251,Not Run-Rate,AMER,Cho Chang,Pipeline
822,OPP - 822 - Renewal,Renewal,Stage 5,Core,AMER,5/16/2025,5/16/2025,5/16/2024,5/16/2024,"$1,200",REP 58,REP 58,5/13/2024,365,Not Run-Rate,AMER,Harry Potter,Commit
823,OPP - 823 - Renewal,Renewal,Stage 5,Core,AMER,6/30/2025,6/30/2025,06/07/2024,06/08/2024,"$1,188",REP 53,REP 53,06/07/2024,388,Not Run-Rate,AMER,Cho Chang,Commit
824,OPP - 824 - Renewal,Renewal,Stage 2,Core,AMER,8/15/2025,8/15/2025,8/15/2024,8/16/2024,"$1,152",REP 53,REP 53,08/12/2024,365,Not Run-Rate,AMER,Cho Chang,Pipeline
825,OPP - 825 - Upsell,Upsell,Stage 5,Core,AMER,06/09/2025,06/09/2025,03/11/2025,03/11/2025,"$1,152",REP 40,REP 40,03/10/2025,90,Not Run-Rate,AMER,Harry Potter,Commit
826,OPP - 826 - Upsell,Upsell,Stage 6,Core,EMEA,6/18/2025,03/04/2025,2/13/2025,2/13/2025,"$1,149",REP 17,REP 17,02/10/2025,125,Not Run-Rate,EMEA,Amelia Bones,Commit
827,OPP - 827 - Upsell,Upsell,Stage 2,Core,EMEA,5/31/2025,10/10/2024,10/10/2024,10/10/2024,"$1,149",REP 66,REP 66,10/07/2024,233,Not Run-Rate,EMEA,Terry Boot,Pipeline
828,OPP - 828 - Renewal,Renewal,Stage 2,Core,EMEA,7/26/2025,7/26/2025,7/25/2024,2/27/2025,"$1,149",REP 68,REP 68,2/24/2025,366,Not Run-Rate,EMEA,Ron Weasley,Pipeline
829,OPP - 829 - Upsell,Upsell,Stage 5,Core,AMER,07/03/2025,07/03/2025,04/04/2025,04/04/2025,"$1,144",REP 3,REP 3,3/31/2025,90,Not Run-Rate,AMER,Susan Bones,Commit
830,OPP - 830 - Renewal,Renewal,Stage 2,Core,AMER,07/01/2025,07/01/2025,07/02/2024,09/11/2024,"$1,140",REP 48,REP 48,09/09/2024,364,Not Run-Rate,AMER,Harry Potter,Pipeline
831,OPP - 831 - Upsell,Upsell,Stage 2,Core,EMEA,5/31/2025,2/25/2025,2/25/2025,2/25/2025,"$1,140",REP 66,REP 66,2/24/2025,95,Not Run-Rate,EMEA,Terry Boot,Pipeline
832,OPP - 832 - Renewal,Renewal,Stage 3,Core,AMER,5/28/2025,5/28/2025,5/28/2024,3/19/2025,"$1,140",REP 50,REP 50,3/17/2025,365,Not Run-Rate,AMER,Harry Potter,Pipeline
833,OPP - 833 - Upsell,Upsell,Stage 5,Core,APAC,4/22/2025,4/22/2025,1/22/2025,1/22/2025,"$1,140",REP 23,REP 23,1/20/2025,90,Not Run-Rate,APAC,Severus Snape,Commit
834,OPP - 834 - Net New,Net New,Stage 2,Core,JAPAN,09/01/2025,04/01/2025,12/25/2024,12/25/2024,"$1,140",REP 7,REP 7,12/23/2024,250,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
835,OPP - 835 - Net New,Net New,Stage 2,Core,JAPAN,6/23/2025,6/23/2025,1/26/2025,1/26/2025,"$1,140",REP 5,REP 5,1/24/2025,148,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
836,OPP - 836 - Renewal,Renewal,Stage 4,Core,AMER,05/09/2025,05/09/2025,4/18/2024,4/18/2024,"$1,138",REP 65,REP 65,4/15/2024,386,Not Run-Rate,AMER,Cho Chang,Best Case
837,OPP - 837 - Renewal,Renewal,Stage 6,Core,AMER,05/11/2025,05/11/2025,05/10/2024,1/30/2025,"$1,134",REP 53,REP 53,1/27/2025,366,Not Run-Rate,AMER,Cho Chang,Commit
838,OPP - 838 - Renewal,Renewal,Stage 4,Core,AMER,6/14/2025,6/14/2025,06/11/2024,06/12/2024,"$1,120",REP 50,REP 50,06/10/2024,368,Not Run-Rate,AMER,Harry Potter,Best Case
839,OPP - 839 - Upsell,Upsell,Stage 5,Core,AMER,05/01/2025,05/01/2025,1/31/2025,1/31/2025,"$1,109",REP 22,REP 22,1/27/2025,90,Not Run-Rate,AMER,Filius Flitwick,Commit
840,OPP - 840 - Upsell,Upsell,Stage 5,Core,AMER,6/30/2025,6/30/2025,04/01/2025,04/01/2025,"$1,104",REP 28,REP 28,3/31/2025,90,Not Run-Rate,AMER,Susan Bones,Commit
841,OPP - 841 - Upsell,Upsell,Stage 5,Core,AMER,07/01/2025,9/25/2024,09/06/2024,09/09/2024,"$1,080",REP 47,REP 47,09/09/2024,298,Not Run-Rate,AMER,Cho Chang,Commit
842,OPP - 842 - Renewal,Renewal,Stage 3,Core,AMER,7/22/2025,7/22/2025,7/22/2024,3/25/2025,"$1,068",REP 53,REP 53,3/24/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
843,OPP - 843 - Renewal,Renewal,Stage 5,Core,AMER,6/25/2025,6/25/2025,6/25/2024,3/28/2025,"$1,062",REP 40,REP 40,3/24/2025,365,Not Run-Rate,AMER,Harry Potter,Commit
844,OPP - 844 - Renewal,Renewal,Stage 2,Core,EMEA,7/29/2025,7/29/2025,6/17/2024,3/21/2025,"$1,061",REP 46,REP 46,3/17/2025,407,Not Run-Rate,EMEA,Amelia Bones,Pipeline
845,OPP - 845 - Renewal,Renewal,Stage 6,Core,AMER,6/29/2025,6/29/2025,5/21/2024,5/21/2024,"$1,050",REP 50,REP 50,5/20/2024,404,Not Run-Rate,AMER,Harry Potter,Commit
846,OPP - 846 - Renewal,Renewal,Stage 5,Sign,AMER,5/27/2025,5/27/2025,5/17/2024,3/19/2025,"$1,045",REP 8,REP 8,3/17/2025,375,Not Run-Rate,AMER,Filius Flitwick,Commit
847,OPP - 847 - Renewal,Renewal,Stage 5,Sign,AMER,5/26/2025,5/26/2025,3/20/2025,3/20/2025,"$1,020",REP 33,REP 33,3/17/2025,67,Not Run-Rate,AMER,Susan Bones,Commit
848,OPP - 848 - Renewal,Renewal,Stage 5,Core,AMER,06/10/2025,06/10/2025,06/10/2024,3/17/2025,"$1,013",REP 67,REP 67,3/17/2025,365,Not Run-Rate,AMER,Cho Chang,Commit
849,OPP - 849 - Renewal,Renewal,Stage 2,Core,AMER,6/16/2025,6/16/2025,06/04/2024,06/04/2024,"$1,000",REP 6,REP 6,06/03/2024,377,Not Run-Rate,AMER,Cho Chang,Pipeline
850,OPP - 850 - Renewal,Renewal,Stage 2,Core,AMER,5/26/2025,5/26/2025,05/03/2024,08/08/2024,$992,REP 72,NOT ASSIGNED,08/05/2024,388,Not Run-Rate,AMER,Draco Malfoy,Pipeline
851,OPP - 851 - Renewal,Renewal,Stage 3,Core,AMER,4/28/2025,4/28/2025,4/28/2024,01/02/2025,$960,REP 56,REP 56,12/30/2024,365,Not Run-Rate,AMER,Cho Chang,Pipeline
852,OPP - 852 - Renewal,Renewal,Stage 2,Core,AMER,06/08/2025,06/08/2025,6/13/2024,6/13/2024,$959,REP 59,REP 59,06/10/2024,360,Not Run-Rate,AMER,Cho Chang,Pipeline
853,OPP - 853 - Renewal,Renewal,Stage 2,Core,AMER,09/03/2025,09/05/2025,09/03/2024,09/04/2024,$936,REP 36,REP 36,09/02/2024,365,Not Run-Rate,AMER,Harry Potter,Pipeline
854,OPP - 854 - Upsell,Upsell,Stage 3,Core,JAPAN,6/30/2025,12/19/2024,12/19/2024,12/19/2024,$935,REP 18,REP 18,12/16/2024,193,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
855,OPP - 855 - Renewal,Renewal,Stage 6,Core,AMER,6/24/2025,6/24/2025,5/16/2024,04/07/2025,$900,REP 65,REP 65,04/07/2025,404,Not Run-Rate,AMER,Cho Chang,Commit
856,OPP - 856 - Net New,Net New,Stage 3,Sign,AMER,4/25/2025,4/25/2025,04/03/2025,04/03/2025,$900,REP 43,REP 43,3/31/2025,22,Not Run-Rate,AMER,Filius Flitwick,Pipeline
857,OPP - 857 - Upsell,Upsell,Stage 5,Core,AMER,05/02/2025,05/02/2025,02/03/2025,02/03/2025,$900,REP 47,REP 47,02/03/2025,88,Not Run-Rate,AMER,Cho Chang,Commit
858,OPP - 858 - Upsell,Upsell,Stage 5,Core,AMER,5/20/2025,5/20/2025,2/21/2025,2/21/2025,$900,REP 65,REP 65,2/17/2025,88,Not Run-Rate,AMER,Cho Chang,Commit
859,OPP - 859 - Upsell,Upsell,Stage 5,Core,AMER,6/20/2025,6/20/2025,3/24/2025,3/24/2025,$900,REP 20,REP 20,3/24/2025,88,Not Run-Rate,AMER,Filius Flitwick,Commit
860,OPP - 860 - Renewal,Renewal,Stage 5,Core,AMER,5/18/2025,5/18/2025,5/14/2024,1/20/2025,$900,REP 53,REP 53,1/20/2025,369,Not Run-Rate,AMER,Cho Chang,Commit
861,OPP - 861 - Upsell,Upsell,Stage 6,Core,AMER,05/01/2025,05/01/2025,08/09/2024,08/09/2024,$893,REP 8,REP 8,08/05/2024,265,Not Run-Rate,AMER,Filius Flitwick,Commit
862,OPP - 862 - Renewal,Renewal,Stage 5,Core,AMER,5/19/2025,5/19/2025,5/19/2024,2/24/2025,$891,REP 57,REP 57,2/24/2025,365,Not Run-Rate,AMER,Cho Chang,Commit
863,OPP - 863 - Renewal,Renewal,Stage 5,Core,AMER,4/22/2025,4/22/2025,4/22/2024,04/10/2025,$890,REP 50,REP 48,04/07/2025,365,Not Run-Rate,AMER,Harry Potter,Commit
864,OPP - 864 - Renewal,Renewal,Stage 2,Core,AMER,05/11/2025,05/11/2025,05/11/2024,1/28/2025,$888,REP 69,REP 69,1/27/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
865,OPP - 865 - Renewal,Renewal,Stage 4,Core,AMER,5/18/2025,5/18/2025,5/18/2024,1/31/2025,$882,REP 53,REP 53,1/27/2025,365,Not Run-Rate,AMER,Cho Chang,Best Case
866,OPP - 866 - Upsell,Upsell,Stage 5,Core,AMER,5/31/2025,5/31/2025,03/04/2025,03/04/2025,$882,REP 40,REP 40,03/03/2025,88,Not Run-Rate,AMER,Harry Potter,Commit
867,OPP - 867 - Renewal,Renewal,Stage 5,Core,AMER,06/09/2025,06/09/2025,06/04/2024,3/22/2025,$882,REP 50,REP 50,3/21/2025,370,Not Run-Rate,AMER,Harry Potter,Commit
868,OPP - 868 - Renewal,Renewal,Stage 5,Core,EMEA,05/08/2025,05/08/2025,05/08/2024,04/04/2025,$869,REP 73,NOT ASSIGNED,3/31/2025,365,Not Run-Rate,EMEA,Colin Creevey,Commit
869,OPP - 869 - Renewal,Renewal,Stage 6,Core,AMER,7/31/2025,7/31/2025,7/31/2024,3/28/2025,$864,REP 53,REP 53,3/24/2025,365,Not Run-Rate,AMER,Cho Chang,Commit
870,OPP - 870 - Renewal,Renewal,Stage 2,Core,AMER,4/16/2025,4/16/2025,4/16/2022,11/02/2023,$864,REP 57,REP 57,10/30/2023,1096,Not Run-Rate,AMER,Cho Chang,Pipeline
871,OPP - 871 - Renewal,Renewal,Stage 2,Core,AMER,5/20/2025,5/20/2025,5/16/2024,5/16/2024,$864,REP 6,REP 6,5/13/2024,369,Not Run-Rate,AMER,Cho Chang,Pipeline
872,OPP - 872 - Upsell,Upsell,Stage 5,Core,AMER,6/14/2025,6/14/2025,3/17/2025,3/17/2025,$864,REP 59,REP 59,3/17/2025,89,Not Run-Rate,AMER,Cho Chang,Commit
873,OPP - 873 - Renewal,Renewal,Stage 5,Core,APAC,5/17/2025,5/17/2025,5/16/2024,2/18/2025,$864,REP 23,REP 23,2/17/2025,366,Not Run-Rate,APAC,Severus Snape,Commit
874,OPP - 874 - Renewal,Renewal,Stage 6,Core,AMER,4/29/2025,4/29/2025,05/03/2024,1/24/2025,$852,REP 54,REP 54,1/20/2025,361,Not Run-Rate,AMER,Filius Flitwick,Commit
875,OPP - 875 - Renewal,Renewal,Stage 6,Core,AMER,6/16/2025,6/16/2025,05/06/2024,04/10/2025,$819,REP 74,NOT ASSIGNED,04/07/2025,406,Not Run-Rate,AMER,Draco Malfoy,Commit
876,OPP - 876 - Renewal,Renewal,Stage 5,Core,EMEA,9/27/2025,9/27/2025,9/27/2024,3/25/2025,$804,REP 75,NOT ASSIGNED,3/24/2025,365,Not Run-Rate,EMEA,Colin Creevey,Commit
877,OPP - 877 - Renewal,Renewal,Stage 2,Dash,AMER,07/01/2025,07/01/2025,07/08/2022,5/22/2023,$804,REP 19,REP 19,5/22/2023,1089,Not Run-Rate,AMER,Susan Bones,Pipeline
878,OPP - 878 - Upsell,Upsell,Stage 5,Core,AMER,4/21/2025,4/21/2025,1/22/2025,1/22/2025,$804,REP 48,REP 48,1/20/2025,89,Not Run-Rate,AMER,Harry Potter,Commit
879,OPP - 879 - Renewal,Renewal,Stage 2,Core,AMER,06/02/2025,06/02/2025,06/02/2024,2/20/2025,$792,REP 64,REP 64,2/17/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
880,OPP - 880 - Renewal,Renewal,Stage 5,Sign,AMER,4/19/2025,4/19/2025,4/19/2024,3/25/2025,$792,REP 1,REP 1,3/24/2025,365,Not Run-Rate,AMER,Rubeus Hagrid,Commit
881,OPP - 881 - Upsell,Upsell,Stage 5,Core,AMER,05/04/2025,05/04/2025,02/03/2025,02/03/2025,$785,REP 36,REP 36,02/03/2025,90,Not Run-Rate,AMER,Harry Potter,Commit
882,OPP - 882 - Renewal,Renewal,Stage 6,Core,AMER,6/24/2025,6/24/2025,6/24/2024,03/04/2025,$780,REP 64,REP 64,03/03/2025,365,Not Run-Rate,AMER,Cho Chang,Commit
883,OPP - 883 - Renewal,Renewal,Stage 2,Core,AMER,07/01/2025,07/01/2025,6/25/2024,6/25/2024,$769,REP 55,REP 55,6/24/2024,371,Not Run-Rate,AMER,Cho Chang,Pipeline
884,OPP - 884 - Renewal,Renewal,Stage 2,Core,AMER,4/26/2025,4/26/2025,4/25/2024,12/04/2024,$763,REP 76,REP 76,12/02/2024,366,Not Run-Rate,AMER,Cho Chang,Pipeline
885,OPP - 885 - Renewal,Renewal,Stage 5,Core,EMEA,4/24/2025,4/24/2025,4/25/2024,3/19/2025,$763,REP 75,NOT ASSIGNED,3/17/2025,364,Not Run-Rate,EMEA,Colin Creevey,Commit
886,OPP - 886 - Renewal,Renewal,Stage 2,Core,AMER,8/24/2025,8/24/2025,8/21/2024,11/26/2024,$761,REP 50,REP 50,11/25/2024,368,Not Run-Rate,AMER,Harry Potter,Pipeline
887,OPP - 887 - Renewal,Renewal,Stage 6,Core,AMER,05/11/2025,05/11/2025,05/11/2024,1/31/2025,$748,REP 59,REP 59,1/27/2025,365,Not Run-Rate,AMER,Cho Chang,Commit
888,OPP - 888 - Renewal,Renewal,Stage 5,Sign,AMER,4/24/2025,4/24/2025,4/24/2024,2/25/2025,$739,REP 1,REP 1,2/24/2025,365,Not Run-Rate,AMER,Rubeus Hagrid,Commit
889,OPP - 889 - Renewal,Renewal,Stage 5,Core,AMER,4/30/2025,4/30/2025,4/29/2022,03/02/2023,$738,REP 57,REP 57,2/27/2023,1097,Not Run-Rate,AMER,Cho Chang,Commit
890,OPP - 890 - Renewal,Renewal,Stage 2,Core,AMER,6/30/2025,6/30/2025,06/07/2024,04/01/2025,$735,REP 54,REP 54,3/31/2025,388,Not Run-Rate,AMER,Filius Flitwick,Pipeline
891,OPP - 891 - Renewal,Renewal,Stage 2,Core,EMEA,09/01/2025,09/01/2025,09/06/2024,09/06/2024,$735,REP 9,REP 9,09/02/2024,360,Not Run-Rate,EMEA,Amelia Bones,Pipeline
892,OPP - 892 - Net New,Net New,Stage 2,Core,AMER,5/30/2025,4/30/2025,04/08/2025,04/10/2025,$720,REP 32,REP 32,04/07/2025,52,Not Run-Rate,AMER,Hermione Granger,Pipeline
893,OPP - 893 - Renewal,Renewal,Stage 2,Core,AMER,6/16/2025,6/16/2025,05/08/2024,6/18/2024,$720,REP 6,REP 6,6/17/2024,404,Not Run-Rate,AMER,Cho Chang,Pipeline
894,OPP - 894 - Renewal,Renewal,Stage 2,Core,AMER,5/15/2025,5/15/2025,5/15/2024,1/27/2025,$720,REP 59,REP 59,1/27/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
895,OPP - 895 - Renewal,Renewal,Stage 2,Core,EMEA,7/13/2025,7/13/2025,7/31/2024,11/15/2024,$713,REP 45,REP 45,11/11/2024,347,Not Run-Rate,EMEA,Terry Boot,Pipeline
896,OPP - 896 - Renewal,Renewal,Stage 3,Core,AMER,4/19/2025,4/19/2025,4/19/2024,3/31/2025,$706,REP 43,REP 43,3/31/2025,365,Not Run-Rate,AMER,Filius Flitwick,Pipeline
897,OPP - 897 - Upsell,Upsell,Stage 5,Core,APAC,5/27/2025,5/27/2025,2/28/2025,2/28/2025,$704,REP 30,REP 30,2/24/2025,88,Not Run-Rate,APAC,Severus Snape,Commit
898,OPP - 898 - Renewal,Renewal,Stage 5,Core,AMER,6/15/2025,6/15/2025,5/30/2023,05/02/2024,$703,REP 58,REP 58,4/29/2024,747,Not Run-Rate,AMER,Harry Potter,Commit
899,OPP - 899 - Renewal,Renewal,Stage 5,Core,AMER,4/25/2025,4/25/2025,4/25/2024,4/25/2024,$702,REP 67,REP 67,4/22/2024,365,Not Run-Rate,AMER,Cho Chang,Commit
900,OPP - 900 - Net New,Net New,Stage 6,Sign,AMER,04/11/2025,04/11/2025,3/27/2025,3/27/2025,$696,REP 2,REP 2,3/24/2025,15,Not Run-Rate,AMER,Hermione Granger,Commit
901,OPP - 901 - Net New,Net New,Stage 6,Sign,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,$696,REP 2,NOT ASSIGNED,04/07/2025,0,Run-Rate,AMER,Hermione Granger,Commit
902,OPP - 902 - Upsell,Upsell,Stage 5,Core,EMEA,06/07/2025,06/07/2025,12/08/2024,12/08/2024,$691,REP 68,REP 68,12/06/2024,181,Not Run-Rate,EMEA,Ron Weasley,Commit
903,OPP - 903 - Upsell,Upsell,Stage 5,Core,AMER,4/18/2025,4/18/2025,1/23/2025,1/23/2025,$690,REP 42,REP 42,1/20/2025,85,Not Run-Rate,AMER,Filius Flitwick,Commit
904,OPP - 904 - Renewal,Renewal,Stage 2,Core,AMER,07/12/2025,07/12/2025,07/05/2024,07/05/2024,$680,REP 6,REP 6,07/01/2024,372,Not Run-Rate,AMER,Cho Chang,Pipeline
905,OPP - 905 - Upsell,Upsell,Stage 5,Core,AMER,6/17/2025,6/17/2025,12/18/2024,12/18/2024,$675,REP 20,REP 20,12/16/2024,181,Not Run-Rate,AMER,Filius Flitwick,Commit
906,OPP - 906 - Upsell,Upsell,Stage 5,Core,AMER,06/03/2025,06/03/2025,03/05/2025,03/05/2025,$673,REP 53,REP 53,03/03/2025,90,Not Run-Rate,AMER,Cho Chang,Commit
907,OPP - 907 - Renewal,Renewal,Stage 2,Core,AMER,7/22/2025,7/22/2025,7/22/2023,11/02/2023,$672,REP 57,REP 57,10/30/2023,731,Not Run-Rate,AMER,Cho Chang,Pipeline
908,OPP - 908 - Upsell,Upsell,Stage 5,Core,AMER,4/15/2025,4/15/2025,11/20/2024,11/20/2024,$667,REP 57,REP 57,11/18/2024,146,Not Run-Rate,AMER,Cho Chang,Commit
909,OPP - 909 - Renewal,Renewal,Stage 5,Core,AMER,4/26/2025,4/26/2025,5/13/2023,7/31/2024,$666,REP 62,REP 62,7/29/2024,714,Not Run-Rate,AMER,Harry Potter,Commit
910,OPP - 910 - Upsell,Upsell,Stage 5,Core,AMER,5/29/2025,5/29/2025,2/28/2025,2/28/2025,$644,REP 3,REP 3,2/24/2025,90,Not Run-Rate,AMER,Susan Bones,Commit
911,OPP - 911 - Renewal,Renewal,Stage 2,Core,AMER,4/27/2025,4/27/2025,4/27/2024,12/30/2024,$644,REP 64,REP 64,12/30/2024,365,Not Run-Rate,AMER,Cho Chang,Pipeline
912,OPP - 912 - Renewal,Renewal,Stage 2,Sign,AMER,6/17/2025,6/17/2025,6/28/2024,04/03/2025,$634,REP 1,REP 1,3/31/2025,354,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
913,OPP - 913 - Renewal,Renewal,Stage 2,Core,AMER,5/19/2025,5/19/2025,4/22/2024,04/03/2025,$630,REP 58,REP 48,3/31/2025,392,Not Run-Rate,AMER,Harry Potter,Pipeline
914,OPP - 914 - Net New,Net New,Stage 4,Sign,AMER,4/30/2025,02/07/2025,2/28/2025,2/28/2025,$630,REP 65,REP 65,2/24/2025,61,Not Run-Rate,AMER,Cho Chang,Best Case
915,OPP - 915 - Renewal,Renewal,Stage 2,Core,AMER,05/01/2025,05/01/2025,11/01/2024,01/02/2025,$621,REP 6,REP 6,12/30/2024,181,Not Run-Rate,AMER,Cho Chang,Pipeline
916,OPP - 916 - Renewal,Renewal,Stage 4,Core,AMER,06/04/2025,06/04/2025,06/04/2024,3/14/2025,$616,REP 53,REP 53,03/10/2025,365,Not Run-Rate,AMER,Cho Chang,Best Case
917,OPP - 917 - Renewal,Renewal,Stage 2,Core,AMER,9/21/2025,9/21/2025,8/27/2024,8/27/2024,$610,REP 58,REP 58,8/26/2024,390,Not Run-Rate,AMER,Harry Potter,Pipeline
918,OPP - 918 - Renewal,Renewal,Stage 2,Core,AMER,8/27/2025,8/27/2025,8/15/2024,8/15/2024,$610,REP 59,REP 59,08/12/2024,377,Not Run-Rate,AMER,Cho Chang,Pipeline
919,OPP - 919 - Upsell,Upsell,Stage 5,Core,AMER,05/10/2025,05/10/2025,11/20/2024,11/20/2024,$600,REP 65,REP 65,11/18/2024,171,Not Run-Rate,AMER,Cho Chang,Commit
920,OPP - 920 - Upsell,Upsell,Stage 5,Core,AMER,4/30/2025,4/30/2025,1/30/2025,1/30/2025,$600,REP 53,REP 53,1/27/2025,90,Not Run-Rate,AMER,Cho Chang,Commit
921,OPP - 921 - Upsell,Upsell,Stage 5,Core,AMER,05/02/2025,05/02/2025,02/03/2025,02/03/2025,$600,REP 47,REP 47,02/03/2025,88,Not Run-Rate,AMER,Cho Chang,Commit
922,OPP - 922 - Upsell,Upsell,Stage 5,Core,AMER,06/10/2025,06/10/2025,03/12/2025,03/12/2025,$600,REP 54,REP 54,03/10/2025,90,Not Run-Rate,AMER,Filius Flitwick,Commit
923,OPP - 923 - Renewal,Renewal,Stage 5,Core,AMER,4/26/2025,4/26/2025,4/25/2024,7/17/2024,$600,REP 36,REP 36,7/15/2024,366,Not Run-Rate,AMER,Harry Potter,Commit
924,OPP - 924 - Renewal,Renewal,Stage 5,Core,AMER,5/26/2025,5/26/2025,5/29/2024,1/27/2025,$600,REP 59,REP 59,1/27/2025,362,Not Run-Rate,AMER,Cho Chang,Commit
925,OPP - 925 - Renewal,Renewal,Stage 5,Core,AMER,07/03/2025,07/03/2025,9/27/2024,04/03/2025,$600,REP 47,REP 47,3/31/2025,279,Not Run-Rate,AMER,Cho Chang,Commit
926,OPP - 926 - Renewal,Renewal,Stage 2,Core,AMER,4/30/2025,4/30/2025,4/30/2024,3/27/2025,$576,REP 61,REP 61,3/24/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
927,OPP - 927 - Upsell,Upsell,Stage 5,Core,AMER,05/08/2025,05/08/2025,02/07/2025,02/07/2025,$576,REP 59,REP 59,02/03/2025,90,Not Run-Rate,AMER,Cho Chang,Commit
928,OPP - 928 - Renewal,Renewal,Stage 5,Core,EMEA,06/10/2025,06/10/2025,06/10/2024,1/20/2025,$576,REP 31,REP 31,1/20/2025,365,Not Run-Rate,EMEA,Terry Boot,Commit
929,OPP - 929 - Upsell,Upsell,Stage 3,Core,AMER,4/18/2025,03/06/2025,3/19/2025,3/19/2025,$562,REP 36,REP 36,3/17/2025,30,Not Run-Rate,AMER,Harry Potter,Pipeline
930,OPP - 930 - Renewal,Renewal,Stage 3,Core,AMER,7/16/2025,7/16/2025,7/17/2024,3/20/2025,$562,REP 53,REP 53,3/17/2025,364,Not Run-Rate,AMER,Cho Chang,Pipeline
